ticket_id,customer_id,product_id,created_at,closed_at,status,priority,channel,root_cause,description
1481,351,7,17/5/2023 7:56,20/5/2023 7:56,closed,medium,app,User Error,Customer reported issue related to user error on dBank API Gateway.
1482,8,7,20/4/2023 12:25,24/4/2023 12:25,closed,medium,app,Data Sync,Customer reported issue related to data sync on dBank API Gateway.
1483,167,7,23/1/2024 18:53,6/2/2024 18:53,closed,medium,web,Payment Gateway,Customer reported issue related to payment gateway on dBank API Gateway.
1484,181,4,9/6/2025 8:50,9/7/2025 8:50,resolved,low,call,Payment Gateway,Customer reported issue related to payment gateway on dBank Lending.
1485,238,3,4/3/2023 2:10,20/3/2023 2:10,resolved,low,app,Data Sync,Customer reported issue related to data sync on dBank Savings.
1486,73,5,14/10/2023 6:26,14/10/2023 6:26,resolved,medium,app,Backend Timeout,Customer reported issue related to backend timeout on dBank Merchant.
1487,179,5,21/10/2024 8:10,12/11/2024 8:10,resolved,medium,email,UI Bug,Customer reported issue related to ui bug on dBank Merchant.
1488,246,4,24/3/2024 4:51,31/3/2024 4:51,resolved,low,web,Payment Gateway,Customer reported issue related to payment gateway on dBank Lending.
1489,370,6,18/6/2024 9:16,26/6/2024 9:16,resolved,medium,app,Payment Gateway,Customer reported issue related to payment gateway on dBank Mobile App.
1490,491,2,5/9/2023 10:17,12/9/2023 10:17,closed,medium,app,Payment Gateway,Customer reported issue related to payment gateway on dBank Wallet.
1491,11,6,25/2/2025 20:09,7/3/2025 20:09,closed,low,web,Payment Gateway,Customer reported issue related to payment gateway on dBank Mobile App.
1492,157,7,15/9/2023 9:54,5/10/2023 9:54,resolved,medium,call,Payment Gateway,Customer reported issue related to payment gateway on dBank API Gateway.
1493,242,10,20/7/2023 8:54,16/8/2023 8:54,resolved,low,web,Backend Timeout,Customer reported issue related to backend timeout on dBank Pay.
1494,253,4,17/3/2024 20:28,19/3/2024 20:28,closed,low,web,Payment Gateway,Customer reported issue related to payment gateway on dBank Lending.
1495,444,1,29/7/2023 17:00,21/8/2023 17:00,closed,low,email,User Error,Customer reported issue related to user error on dBank Core.
1496,114,4,12/8/2023 13:30,20/8/2023 13:30,closed,high,email,Payment Gateway,Customer reported issue related to payment gateway on dBank Lending.
1497,144,10,30/6/2025 16:22,,open,low,web,Fraud,Customer reported issue related to fraud on dBank Pay.
1498,48,5,21/3/2025 21:47,10/4/2025 21:47,closed,low,call,Backend Timeout,Customer reported issue related to backend timeout on dBank Merchant.
1499,337,1,6/8/2025 17:49,,open,medium,call,Payment Gateway,Customer reported issue related to payment gateway on dBank Core.
1500,258,10,23/8/2023 20:57,5/9/2023 20:57,resolved,high,email,Backend Timeout,Customer reported issue related to backend timeout on dBank Pay.
1501,85,1,26/1/2025 3:33,,open,medium,web,Payment Gateway,Customer reported issue related to payment gateway on dBank Core.
1502,81,4,25/1/2025 1:38,31/1/2025 1:38,closed,low,call,Backend Timeout,Customer reported issue related to backend timeout on dBank Lending.
1503,339,8,20/8/2023 22:31,23/8/2023 22:31,closed,low,call,User Error,Customer reported issue related to user error on dBank Rewards.
1504,222,3,5/12/2024 2:18,,open,low,app,Payment Gateway,Customer reported issue related to payment gateway on dBank Savings.
1505,18,9,29/6/2023 15:18,23/7/2023 15:18,closed,low,web,UI Bug,Customer reported issue related to ui bug on dBank Insights.
1506,223,4,17/12/2024 6:03,2/1/2025 6:03,resolved,medium,web,User Error,Customer reported issue related to user error on dBank Lending.
1507,305,9,7/11/2024 20:39,21/11/2024 20:39,resolved,low,email,UI Bug,Customer reported issue related to ui bug on dBank Insights.
1508,134,10,8/8/2023 0:43,17/8/2023 0:43,resolved,medium,email,Data Sync,Customer reported issue related to data sync on dBank Pay.
1509,448,10,29/4/2023 4:36,,open,medium,app,Backend Timeout,Customer reported issue related to backend timeout on dBank Pay.
1510,203,10,30/12/2024 4:55,4/1/2025 4:55,closed,medium,web,Data Sync,Customer reported issue related to data sync on dBank Pay.
1511,261,10,10/7/2024 2:42,27/7/2024 2:42,closed,low,app,UI Bug,Customer reported issue related to ui bug on dBank Pay.
1512,171,9,20/5/2023 6:29,4/6/2023 6:29,closed,low,web,User Error,Customer reported issue related to user error on dBank Insights.
1513,46,9,1/6/2023 22:44,14/6/2023 22:44,closed,medium,call,Backend Timeout,Customer reported issue related to backend timeout on dBank Insights.
1514,349,5,17/5/2025 12:17,10/6/2025 12:17,closed,medium,app,Data Sync,Customer reported issue related to data sync on dBank Merchant.
1515,371,1,27/3/2023 11:44,19/4/2023 11:44,closed,low,web,Backend Timeout,Customer reported issue related to backend timeout on dBank Core.
1516,413,2,25/3/2024 19:37,26/3/2024 19:37,closed,medium,call,UI Bug,Customer reported issue related to ui bug on dBank Wallet.
1517,345,2,24/3/2025 18:21,17/4/2025 18:21,resolved,low,app,Backend Timeout,Customer reported issue related to backend timeout on dBank Wallet.
1518,76,10,15/11/2024 20:59,24/11/2024 20:59,resolved,low,app,Payment Gateway,Customer reported issue related to payment gateway on dBank Pay.
1519,423,5,28/5/2024 22:38,,pending,low,app,Backend Timeout,Customer reported issue related to backend timeout on dBank Merchant.
1520,240,1,15/2/2023 21:48,8/3/2023 21:48,resolved,medium,email,UI Bug,Customer reported issue related to ui bug on dBank Core.
1521,175,2,6/1/2024 18:46,10/1/2024 18:46,resolved,low,app,Payment Gateway,Customer reported issue related to payment gateway on dBank Wallet.
1522,77,5,7/6/2024 8:17,,pending,medium,call,UI Bug,Customer reported issue related to ui bug on dBank Merchant.
1523,88,10,20/1/2024 1:31,21/1/2024 1:31,resolved,low,web,Payment Gateway,Customer reported issue related to payment gateway on dBank Pay.
1524,309,10,25/7/2024 16:44,19/8/2024 16:44,closed,medium,web,Payment Gateway,Customer reported issue related to payment gateway on dBank Pay.
1525,32,5,1/4/2025 1:42,,pending,low,app,Data Sync,Customer reported issue related to data sync on dBank Merchant.
1526,469,9,26/1/2025 0:10,18/2/2025 0:10,resolved,high,web,Backend Timeout,Customer reported issue related to backend timeout on dBank Insights.
1527,243,8,20/6/2025 9:03,2/7/2025 9:03,closed,low,app,UI Bug,Customer reported issue related to ui bug on dBank Rewards.
1528,125,3,20/11/2024 2:23,2/12/2024 2:23,resolved,medium,call,UI Bug,Customer reported issue related to ui bug on dBank Savings.
1529,82,1,6/9/2023 15:17,,open,low,email,Payment Gateway,Customer reported issue related to payment gateway on dBank Core.
1530,159,5,26/3/2023 16:49,,pending,low,email,Payment Gateway,Customer reported issue related to payment gateway on dBank Merchant.
1531,485,6,14/2/2025 10:34,,open,low,web,User Error,Customer reported issue related to user error on dBank Mobile App.
1532,189,6,10/7/2024 6:48,9/8/2024 6:48,closed,medium,email,UI Bug,Customer reported issue related to ui bug on dBank Mobile App.
1533,211,5,2/6/2025 10:34,2/7/2025 10:34,closed,medium,app,UI Bug,Customer reported issue related to ui bug on dBank Merchant.
1534,285,9,15/6/2024 6:29,,pending,low,web,Backend Timeout,Customer reported issue related to backend timeout on dBank Insights.
1535,426,1,20/11/2024 12:22,11/12/2024 12:22,closed,high,call,Payment Gateway,Customer reported issue related to payment gateway on dBank Core.
1536,470,4,2/8/2023 12:55,18/8/2023 12:55,resolved,low,app,UI Bug,Customer reported issue related to ui bug on dBank Lending.
1537,114,3,5/4/2025 3:43,27/4/2025 3:43,resolved,low,app,Backend Timeout,Customer reported issue related to backend timeout on dBank Savings.
1538,311,4,4/9/2023 21:36,25/9/2023 21:36,closed,low,web,UI Bug,Customer reported issue related to ui bug on dBank Lending.
1539,166,4,10/2/2023 14:48,,open,high,email,User Error,Customer reported issue related to user error on dBank Lending.
1540,168,7,8/4/2023 16:48,,pending,medium,app,Payment Gateway,Customer reported issue related to payment gateway on dBank API Gateway.
1541,95,4,20/4/2025 0:58,,open,low,call,User Error,Customer reported issue related to user error on dBank Lending.
1542,58,9,11/5/2023 21:44,11/5/2023 21:44,closed,medium,call,Backend Timeout,Customer reported issue related to backend timeout on dBank Insights.
1543,360,8,28/9/2023 10:19,,open,high,email,Data Sync,Customer reported issue related to data sync on dBank Rewards.
1544,452,10,27/11/2024 7:46,16/12/2024 7:46,resolved,low,app,Payment Gateway,Customer reported issue related to payment gateway on dBank Pay.
1545,310,2,7/4/2025 4:29,,pending,low,call,Payment Gateway,Customer reported issue related to payment gateway on dBank Wallet.
1546,204,9,3/5/2024 12:29,,open,medium,email,Payment Gateway,Customer reported issue related to payment gateway on dBank Insights.
1547,418,3,22/8/2025 7:50,7/9/2025 7:50,closed,low,email,UI Bug,Customer reported issue related to ui bug on dBank Savings.
1548,173,7,20/3/2023 3:21,21/3/2023 3:21,resolved,low,email,Data Sync,Customer reported issue related to data sync on dBank API Gateway.
1549,22,6,7/10/2024 0:46,,pending,low,email,UI Bug,Customer reported issue related to ui bug on dBank Mobile App.
1550,495,1,15/6/2024 3:29,19/6/2024 3:29,resolved,medium,app,Data Sync,Customer reported issue related to data sync on dBank Core.
1551,484,4,14/6/2025 2:00,20/6/2025 2:00,resolved,low,app,User Error,Customer reported issue related to user error on dBank Lending.
1552,391,1,31/1/2024 5:36,2/2/2024 5:36,resolved,high,web,Payment Gateway,Customer reported issue related to payment gateway on dBank Core.
1553,90,4,18/9/2023 12:23,14/10/2023 12:23,resolved,low,web,UI Bug,Customer reported issue related to ui bug on dBank Lending.
1554,56,8,3/10/2024 17:40,20/10/2024 17:40,closed,medium,call,UI Bug,Customer reported issue related to ui bug on dBank Rewards.
1555,494,1,29/4/2023 8:48,16/5/2023 8:48,closed,medium,email,User Error,Customer reported issue related to user error on dBank Core.
1556,176,5,1/9/2023 17:21,,open,low,web,Payment Gateway,Customer reported issue related to payment gateway on dBank Merchant.
1557,192,10,11/1/2025 4:31,1/2/2025 4:31,resolved,low,app,Fraud,Customer reported issue related to fraud on dBank Pay.
1558,25,9,13/1/2024 20:33,15/1/2024 20:33,resolved,low,web,Data Sync,Customer reported issue related to data sync on dBank Insights.
1559,366,8,19/9/2023 21:13,,pending,medium,email,User Error,Customer reported issue related to user error on dBank Rewards.
1560,294,7,9/6/2025 23:54,26/6/2025 23:54,resolved,low,call,Payment Gateway,Customer reported issue related to payment gateway on dBank API Gateway.
1561,402,6,16/8/2024 13:59,3/9/2024 13:59,closed,low,app,UI Bug,Customer reported issue related to ui bug on dBank Mobile App.
1562,396,9,27/6/2025 11:16,22/7/2025 11:16,closed,high,web,Payment Gateway,Customer reported issue related to payment gateway on dBank Insights.
1563,430,4,29/10/2023 5:08,,pending,low,app,UI Bug,Customer reported issue related to ui bug on dBank Lending.
1564,359,1,25/7/2024 17:13,14/8/2024 17:13,closed,low,email,Third-Party API,Customer reported issue related to third-party api on dBank Core.
1565,16,8,28/6/2023 7:51,28/7/2023 7:51,closed,low,web,UI Bug,Customer reported issue related to ui bug on dBank Rewards.
1566,340,10,18/7/2025 13:10,15/8/2025 13:10,closed,medium,app,User Error,Customer reported issue related to user error on dBank Pay.
1567,146,1,7/7/2025 12:32,,open,high,email,UI Bug,Customer reported issue related to ui bug on dBank Core.
1568,282,3,20/2/2024 21:29,,open,low,call,Payment Gateway,Customer reported issue related to payment gateway on dBank Savings.
1569,282,7,9/8/2024 13:46,29/8/2024 13:46,closed,high,web,Payment Gateway,Customer reported issue related to payment gateway on dBank API Gateway.
1570,247,7,11/4/2023 5:18,,pending,low,app,UI Bug,Customer reported issue related to ui bug on dBank API Gateway.
1571,99,5,13/2/2024 19:42,2/3/2024 19:42,resolved,medium,call,Fraud,Customer reported issue related to fraud on dBank Merchant.
1572,21,1,2/5/2025 5:58,9/5/2025 5:58,closed,low,email,Fraud,Customer reported issue related to fraud on dBank Core.
1573,465,7,6/3/2023 2:00,30/3/2023 2:00,resolved,low,app,Payment Gateway,Customer reported issue related to payment gateway on dBank API Gateway.
1574,99,10,9/12/2023 0:55,11/12/2023 0:55,resolved,low,call,Payment Gateway,Customer reported issue related to payment gateway on dBank Pay.
1575,323,10,16/3/2023 11:42,29/3/2023 11:42,closed,medium,web,Data Sync,Customer reported issue related to data sync on dBank Pay.
1576,487,8,19/10/2024 14:58,20/10/2024 14:58,resolved,low,call,UI Bug,Customer reported issue related to ui bug on dBank Rewards.
1577,459,8,27/3/2024 16:07,8/4/2024 16:07,closed,low,email,Data Sync,Customer reported issue related to data sync on dBank Rewards.
1578,372,7,20/2/2025 14:59,11/3/2025 14:59,closed,low,app,User Error,Customer reported issue related to user error on dBank API Gateway.
1579,252,8,2/8/2025 13:59,,open,low,app,User Error,Customer reported issue related to user error on dBank Rewards.
1580,135,1,11/2/2024 19:04,19/2/2024 19:04,closed,high,web,Payment Gateway,Customer reported issue related to payment gateway on dBank Core.
1581,119,2,17/8/2025 4:49,,pending,low,web,Payment Gateway,Customer reported issue related to payment gateway on dBank Wallet.
1582,469,7,22/4/2023 17:00,24/4/2023 17:00,resolved,low,web,User Error,Customer reported issue related to user error on dBank API Gateway.
1583,41,10,17/6/2023 0:01,24/6/2023 0:01,resolved,low,call,Payment Gateway,Customer reported issue related to payment gateway on dBank Pay.
1584,254,9,10/8/2024 12:33,16/8/2024 12:33,closed,low,call,UI Bug,Customer reported issue related to ui bug on dBank Insights.
1585,304,1,13/1/2025 6:08,,pending,low,email,UI Bug,Customer reported issue related to ui bug on dBank Core.
1586,23,2,17/3/2024 10:01,18/3/2024 10:01,closed,low,call,User Error,Customer reported issue related to user error on dBank Wallet.
1587,204,8,1/7/2024 3:56,,pending,medium,email,User Error,Customer reported issue related to user error on dBank Rewards.
1588,88,3,18/3/2023 0:30,,open,medium,web,Payment Gateway,Customer reported issue related to payment gateway on dBank Savings.
1589,100,5,15/6/2024 15:17,2/7/2024 15:17,resolved,medium,email,User Error,Customer reported issue related to user error on dBank Merchant.
1590,352,10,24/3/2024 8:30,,open,medium,web,Data Sync,Customer reported issue related to data sync on dBank Pay.
1591,435,9,1/7/2023 19:47,11/7/2023 19:47,resolved,low,web,Backend Timeout,Customer reported issue related to backend timeout on dBank Insights.
1592,231,1,19/5/2024 21:25,8/6/2024 21:25,resolved,low,app,Backend Timeout,Customer reported issue related to backend timeout on dBank Core.
1593,359,1,17/2/2024 18:04,29/2/2024 18:04,closed,medium,app,UI Bug,Customer reported issue related to ui bug on dBank Core.
1594,2,7,7/7/2024 5:13,2/8/2024 5:13,closed,low,call,UI Bug,Customer reported issue related to ui bug on dBank API Gateway.
1595,82,2,7/2/2024 13:19,17/2/2024 13:19,resolved,high,call,UI Bug,Customer reported issue related to ui bug on dBank Wallet.
1596,77,2,19/6/2024 23:42,,open,low,web,UI Bug,Customer reported issue related to ui bug on dBank Wallet.
1597,204,8,12/2/2025 21:37,,pending,low,call,User Error,Customer reported issue related to user error on dBank Rewards.
1598,445,1,2/9/2025 5:45,1/10/2025 5:45,closed,medium,app,Third-Party API,Customer reported issue related to third-party api on dBank Core.
1599,355,4,9/11/2024 19:44,2/12/2024 19:44,resolved,low,call,Fraud,Customer reported issue related to fraud on dBank Lending.
1600,153,10,12/12/2023 22:11,1/1/2024 22:11,closed,medium,call,UI Bug,Customer reported issue related to ui bug on dBank Pay.
1601,321,9,3/6/2024 16:40,,open,medium,email,Payment Gateway,Customer reported issue related to payment gateway on dBank Insights.
1602,473,3,29/8/2023 19:48,10/9/2023 19:48,resolved,low,web,Payment Gateway,Customer reported issue related to payment gateway on dBank Savings.
1603,316,8,9/10/2023 13:51,,open,medium,email,Backend Timeout,Customer reported issue related to backend timeout on dBank Rewards.
1604,273,8,29/1/2024 19:43,17/2/2024 19:43,resolved,low,web,User Error,Customer reported issue related to user error on dBank Rewards.
1605,67,6,12/6/2024 21:00,5/7/2024 21:00,closed,medium,call,User Error,Customer reported issue related to user error on dBank Mobile App.
1606,1,7,20/10/2024 6:46,14/11/2024 6:46,closed,low,call,Data Sync,Customer reported issue related to data sync on dBank API Gateway.
1607,340,6,12/2/2025 14:12,3/3/2025 14:12,resolved,medium,app,Payment Gateway,Customer reported issue related to payment gateway on dBank Mobile App.
1608,64,3,14/10/2023 19:43,6/11/2023 19:43,resolved,medium,call,UI Bug,Customer reported issue related to ui bug on dBank Savings.
1609,479,9,7/2/2024 16:46,13/2/2024 16:46,closed,low,call,Payment Gateway,Customer reported issue related to payment gateway on dBank Insights.
1610,127,3,30/11/2024 19:23,27/12/2024 19:23,resolved,medium,web,Data Sync,Customer reported issue related to data sync on dBank Savings.
1611,100,9,10/9/2025 20:50,,pending,low,call,Payment Gateway,Customer reported issue related to payment gateway on dBank Insights.
1612,349,6,11/7/2023 19:24,,pending,low,call,UI Bug,Customer reported issue related to ui bug on dBank Mobile App.
1613,496,10,25/6/2023 14:41,,open,medium,web,UI Bug,Customer reported issue related to ui bug on dBank Pay.
1614,312,6,15/4/2023 8:08,,open,low,email,UI Bug,Customer reported issue related to ui bug on dBank Mobile App.
1615,14,8,15/6/2024 9:34,,pending,low,call,User Error,Customer reported issue related to user error on dBank Rewards.
1616,396,5,24/4/2025 9:31,30/4/2025 9:31,resolved,medium,app,Data Sync,Customer reported issue related to data sync on dBank Merchant.
1617,458,9,24/4/2025 21:00,20/5/2025 21:00,closed,high,email,Payment Gateway,Customer reported issue related to payment gateway on dBank Insights.
1618,102,9,3/5/2025 12:08,11/5/2025 12:08,closed,low,call,Payment Gateway,Customer reported issue related to payment gateway on dBank Insights.
1619,158,2,30/11/2023 10:41,10/12/2023 10:41,resolved,low,web,User Error,Customer reported issue related to user error on dBank Wallet.
1620,188,10,26/6/2025 7:48,,pending,medium,app,Payment Gateway,Customer reported issue related to payment gateway on dBank Pay.
1621,219,8,21/5/2025 11:33,20/6/2025 11:33,resolved,high,web,User Error,Customer reported issue related to user error on dBank Rewards.
1622,330,2,18/10/2023 3:10,29/10/2023 3:10,closed,low,app,User Error,Customer reported issue related to user error on dBank Wallet.
1623,269,8,28/7/2024 2:11,23/8/2024 2:11,closed,medium,app,UI Bug,Customer reported issue related to ui bug on dBank Rewards.
1624,67,4,14/5/2025 18:43,10/6/2025 18:43,resolved,low,web,Data Sync,Customer reported issue related to data sync on dBank Lending.
1625,286,7,2/3/2024 2:07,,pending,medium,email,Backend Timeout,Customer reported issue related to backend timeout on dBank API Gateway.
1626,144,5,2/6/2025 6:06,24/6/2025 6:06,resolved,low,call,Backend Timeout,Customer reported issue related to backend timeout on dBank Merchant.
1627,174,10,8/3/2024 13:14,,pending,medium,call,Payment Gateway,Customer reported issue related to payment gateway on dBank Pay.
1628,66,5,7/9/2025 22:22,,open,medium,email,Third-Party API,Customer reported issue related to third-party api on dBank Merchant.
1629,14,3,12/8/2025 0:13,,open,low,call,UI Bug,Customer reported issue related to ui bug on dBank Savings.
1630,118,10,24/10/2024 8:27,31/10/2024 8:27,closed,medium,app,User Error,Customer reported issue related to user error on dBank Pay.
1631,445,6,12/3/2023 7:35,22/3/2023 7:35,resolved,low,web,Fraud,Customer reported issue related to fraud on dBank Mobile App.
1632,218,9,25/1/2025 6:37,3/2/2025 6:37,resolved,low,email,UI Bug,Customer reported issue related to ui bug on dBank Insights.
1633,318,8,28/5/2023 18:11,,open,low,email,User Error,Customer reported issue related to user error on dBank Rewards.
1634,150,7,3/6/2023 0:13,30/6/2023 0:13,closed,high,call,Payment Gateway,Customer reported issue related to payment gateway on dBank API Gateway.
1635,491,2,22/6/2024 7:57,,open,medium,app,User Error,Customer reported issue related to user error on dBank Wallet.
1636,98,2,10/5/2023 7:17,7/6/2023 7:17,closed,medium,app,Payment Gateway,Customer reported issue related to payment gateway on dBank Wallet.
1637,379,1,25/6/2025 3:16,8/7/2025 3:16,resolved,low,web,User Error,Customer reported issue related to user error on dBank Core.
1638,238,6,25/1/2023 19:23,9/2/2023 19:23,resolved,low,app,User Error,Customer reported issue related to user error on dBank Mobile App.
1639,91,3,10/7/2025 12:44,20/7/2025 12:44,resolved,medium,call,Backend Timeout,Customer reported issue related to backend timeout on dBank Savings.
1640,137,8,19/5/2023 13:47,6/6/2023 13:47,closed,low,app,Backend Timeout,Customer reported issue related to backend timeout on dBank Rewards.
1641,398,8,27/1/2024 23:56,19/2/2024 23:56,closed,low,web,User Error,Customer reported issue related to user error on dBank Rewards.
1642,492,2,22/10/2024 17:04,5/11/2024 17:04,closed,low,web,Data Sync,Customer reported issue related to data sync on dBank Wallet.
1643,336,10,16/9/2025 6:46,,open,low,web,Payment Gateway,Customer reported issue related to payment gateway on dBank Pay.
1644,490,10,20/7/2025 22:23,2/8/2025 22:23,closed,high,email,User Error,Customer reported issue related to user error on dBank Pay.
1645,337,10,19/3/2023 23:18,5/4/2023 23:18,closed,low,web,UI Bug,Customer reported issue related to ui bug on dBank Pay.
1646,187,4,19/3/2025 21:01,,open,low,call,UI Bug,Customer reported issue related to ui bug on dBank Lending.
1647,63,8,12/1/2025 23:28,4/2/2025 23:28,resolved,low,email,UI Bug,Customer reported issue related to ui bug on dBank Rewards.
1648,483,1,7/8/2024 12:06,15/8/2024 12:06,resolved,medium,app,Payment Gateway,Customer reported issue related to payment gateway on dBank Core.
1649,229,10,24/4/2025 21:11,29/4/2025 21:11,closed,low,web,Payment Gateway,Customer reported issue related to payment gateway on dBank Pay.
1650,127,10,24/4/2024 19:11,,open,low,call,Payment Gateway,Customer reported issue related to payment gateway on dBank Pay.
1651,488,9,26/8/2025 18:53,30/8/2025 18:53,closed,medium,app,Payment Gateway,Customer reported issue related to payment gateway on dBank Insights.
1652,187,7,16/1/2025 1:58,21/1/2025 1:58,closed,medium,call,User Error,Customer reported issue related to user error on dBank API Gateway.
1653,251,10,10/4/2025 16:57,26/4/2025 16:57,resolved,low,web,User Error,Customer reported issue related to user error on dBank Pay.
1654,370,6,14/11/2024 18:43,21/11/2024 18:43,resolved,high,app,Payment Gateway,Customer reported issue related to payment gateway on dBank Mobile App.
1655,143,5,30/8/2023 14:07,25/9/2023 14:07,resolved,low,app,UI Bug,Customer reported issue related to ui bug on dBank Merchant.
1656,447,3,3/9/2025 7:38,,open,low,web,Fraud,Customer reported issue related to fraud on dBank Savings.
1657,86,10,6/2/2025 12:40,8/2/2025 12:40,resolved,low,call,User Error,Customer reported issue related to user error on dBank Pay.
1658,377,9,17/7/2023 2:03,23/7/2023 2:03,closed,low,email,Payment Gateway,Customer reported issue related to payment gateway on dBank Insights.
1659,352,10,26/5/2024 3:23,29/5/2024 3:23,closed,low,web,User Error,Customer reported issue related to user error on dBank Pay.
1660,60,4,11/6/2023 4:17,,pending,low,web,Payment Gateway,Customer reported issue related to payment gateway on dBank Lending.
1661,311,2,29/4/2023 4:06,2/5/2023 4:06,closed,high,app,Payment Gateway,Customer reported issue related to payment gateway on dBank Wallet.
1662,370,1,2/4/2024 4:57,23/4/2024 4:57,resolved,high,web,Data Sync,Customer reported issue related to data sync on dBank Core.
1663,383,4,7/2/2023 10:41,20/2/2023 10:41,resolved,low,app,User Error,Customer reported issue related to user error on dBank Lending.
1664,234,5,6/3/2025 18:58,30/3/2025 18:58,resolved,low,app,UI Bug,Customer reported issue related to ui bug on dBank Merchant.
1665,405,9,30/11/2024 14:22,4/12/2024 14:22,resolved,medium,call,Third-Party API,Customer reported issue related to third-party api on dBank Insights.
1666,77,10,21/10/2023 13:40,16/11/2023 13:40,closed,medium,call,Third-Party API,Customer reported issue related to third-party api on dBank Pay.
1667,180,7,9/5/2025 2:24,,open,medium,web,User Error,Customer reported issue related to user error on dBank API Gateway.
1668,292,10,20/12/2023 4:40,,pending,medium,app,Payment Gateway,Customer reported issue related to payment gateway on dBank Pay.
1669,233,2,26/5/2023 10:01,24/6/2023 10:01,resolved,low,call,UI Bug,Customer reported issue related to ui bug on dBank Wallet.
1670,391,3,6/8/2023 0:59,8/8/2023 0:59,closed,low,email,Data Sync,Customer reported issue related to data sync on dBank Savings.
1671,217,2,6/1/2024 22:21,13/1/2024 22:21,resolved,low,web,Backend Timeout,Customer reported issue related to backend timeout on dBank Wallet.
1672,32,8,6/1/2025 3:06,2/2/2025 3:06,closed,low,web,Payment Gateway,Customer reported issue related to payment gateway on dBank Rewards.
1673,145,9,27/10/2024 3:53,4/11/2024 3:53,closed,medium,app,Payment Gateway,Customer reported issue related to payment gateway on dBank Insights.
1674,364,5,3/2/2023 9:05,3/2/2023 9:05,resolved,high,email,Third-Party API,Customer reported issue related to third-party api on dBank Merchant.
1675,289,8,13/1/2024 15:24,,pending,medium,call,UI Bug,Customer reported issue related to ui bug on dBank Rewards.
1676,347,6,16/1/2024 10:22,21/1/2024 10:22,closed,low,app,Payment Gateway,Customer reported issue related to payment gateway on dBank Mobile App.
1677,415,5,17/4/2024 15:48,18/4/2024 15:48,closed,medium,app,Payment Gateway,Customer reported issue related to payment gateway on dBank Merchant.
1678,14,7,21/7/2024 8:22,2/8/2024 8:22,resolved,medium,app,Backend Timeout,Customer reported issue related to backend timeout on dBank API Gateway.
1679,217,9,13/2/2023 19:49,16/2/2023 19:49,resolved,low,web,Backend Timeout,Customer reported issue related to backend timeout on dBank Insights.
1680,445,2,24/9/2025 12:28,8/10/2025 12:28,closed,low,app,UI Bug,Customer reported issue related to ui bug on dBank Wallet.
1681,53,4,25/2/2023 16:49,7/3/2023 16:49,closed,high,call,UI Bug,Customer reported issue related to ui bug on dBank Lending.
1682,272,5,18/5/2024 10:55,30/5/2024 10:55,closed,low,web,Payment Gateway,Customer reported issue related to payment gateway on dBank Merchant.
1683,290,7,6/7/2023 12:42,22/7/2023 12:42,resolved,low,email,Backend Timeout,Customer reported issue related to backend timeout on dBank API Gateway.
1684,255,1,29/7/2023 4:23,8/8/2023 4:23,closed,high,web,Fraud,Customer reported issue related to fraud on dBank Core.
1685,81,8,2/8/2025 9:15,,pending,low,web,Payment Gateway,Customer reported issue related to payment gateway on dBank Rewards.
1686,300,2,21/6/2024 8:45,,pending,low,app,Third-Party API,Customer reported issue related to third-party api on dBank Wallet.
1687,207,7,11/3/2024 3:38,21/3/2024 3:38,closed,medium,app,Payment Gateway,Customer reported issue related to payment gateway on dBank API Gateway.
1688,302,8,13/11/2024 17:00,21/11/2024 17:00,closed,low,call,Backend Timeout,Customer reported issue related to backend timeout on dBank Rewards.
1689,279,9,11/3/2023 20:29,,pending,low,call,Payment Gateway,Customer reported issue related to payment gateway on dBank Insights.
1690,363,2,21/11/2023 6:16,10/12/2023 6:16,closed,medium,call,Fraud,Customer reported issue related to fraud on dBank Wallet.
1691,307,8,9/8/2025 14:22,,pending,medium,app,Payment Gateway,Customer reported issue related to payment gateway on dBank Rewards.
1692,303,8,2/12/2024 4:22,,pending,medium,call,Payment Gateway,Customer reported issue related to payment gateway on dBank Rewards.
1693,465,7,5/9/2025 3:37,20/9/2025 3:37,resolved,high,email,Backend Timeout,Customer reported issue related to backend timeout on dBank API Gateway.
1694,137,4,27/8/2023 6:20,,pending,low,call,Backend Timeout,Customer reported issue related to backend timeout on dBank Lending.
1695,467,2,17/9/2024 16:14,,open,medium,call,Payment Gateway,Customer reported issue related to payment gateway on dBank Wallet.
1696,221,3,27/1/2023 7:48,12/2/2023 7:48,resolved,medium,web,Payment Gateway,Customer reported issue related to payment gateway on dBank Savings.
1697,211,1,11/5/2025 5:45,1/6/2025 5:45,closed,medium,call,Payment Gateway,Customer reported issue related to payment gateway on dBank Core.
1698,477,9,24/8/2025 3:02,14/9/2025 3:02,resolved,high,app,Payment Gateway,Customer reported issue related to payment gateway on dBank Insights.
1699,228,1,18/1/2025 19:34,5/2/2025 19:34,resolved,high,app,User Error,Customer reported issue related to user error on dBank Core.
1700,436,2,20/9/2025 19:54,,pending,low,web,Payment Gateway,Customer reported issue related to payment gateway on dBank Wallet.
1701,62,8,27/8/2025 12:57,19/9/2025 12:57,closed,low,email,Third-Party API,Customer reported issue related to third-party api on dBank Rewards.
1702,192,8,12/8/2025 0:25,13/8/2025 0:25,closed,low,app,UI Bug,Customer reported issue related to ui bug on dBank Rewards.
